Course ,Section ,Faculty ,Time ,Room ,Seats Available
BUS135 ,10,LRn ,RA 01:00 PM - 02:30 PM ,NAC201 ,0
BUS135 ,11,LRn ,RA 02:40 PM - 04:10 PM ,NAC213 ,4
BUS135 ,12,Sfd ,RA 02:40 PM - 04:10 PM ,NAC304 ,0
BUS135 ,13,Sqm ,RA 02:40 PM - 04:10 PM ,NAC405 ,0
BUS135 ,14,INz ,RA 02:40 PM - 04:10 PM ,NAC502 ,0
BUS135 ,15,Sfd ,RA 04:20 PM - 05:50 PM ,NAC204 ,0
BUS135 ,16,INz ,RA 04:20 PM - 05:50 PM ,NAC214 ,0
BUS172 ,1,TkN ,ST 09:40 AM - 11:10 AM ,NAC405 ,0
BUS172 ,2,TkN ,ST 01:00 PM - 02:30 PM ,NAC204 ,0
BUS172 ,3,KHs ,MW 08:00 AM - 09:30 AM ,NAC208 ,1
BUS172 ,4,Ift ,MW 08:00 AM - 09:30 AM ,NAC501 ,0
BUS172 ,5,MHM ,MW 08:00 AM - 09:30 AM ,NAC505 ,25
BUS172 ,6,MSA3 ,RA 09:40 AM - 11:10 AM ,NAC209 ,0
BUS172 ,7,ACD ,MW 09:40 AM - 11:10 AM ,NAC304 ,0
BUS172 ,8,UmR ,MW 09:40 AM - 11:10 AM ,NAC404 ,5
BUS172 ,9,MHM ,MW 09:40 AM - 11:10 AM ,NAC502 ,5
BUS172 ,10,Ift ,MW 09:40 AM - 11:10 AM ,NAC505 ,0
BUS172 ,11,KMn ,MW 02:40 PM - 04:10 PM ,NAC304 ,0
BUS172 ,12,ACD ,MW 04:20 PM - 05:50 PM ,NAC206 ,0
BUS172 ,13,Hdo ,RA 08:00 AM - 09:30 AM ,NAC204 ,14
BUS172 ,14,MMs1 ,RA 09:40 AM - 11:10 AM ,NAC305 ,0
BUS172 ,15,MSA3 ,RA 11:20 AM - 12:50 PM ,NAC403 ,0
BUS172 ,16,ZkH3 ,RA 11:20 AM - 12:50 PM ,NAC502 ,0
BUS172 ,17,Hdo ,RA 01:00 PM - 02:30 PM ,NAC205 ,2
BUS172 ,18,MMs1 ,RA 01:00 PM - 02:30 PM ,NAC403 ,0
BUS172 ,19,Hdo ,RA 02:40 PM - 04:10 PM ,NAC205 ,6
BUS172 ,20,MRK3 ,RA 02:40 PM - 04:10 PM ,NAC411 ,0
BUS172 ,21,MSA3 ,RA 02:40 PM - 04:10 PM ,NAC601 ,1
BUS172 ,22,IAM ,RA 02:40 PM - 04:10 PM ,NAC604 ,0
BUS172 ,23,MRK3 ,RA 04:20 PM - 05:50 PM ,NAC216 ,0
BUS172 ,24,JHK ,RA 04:20 PM - 05:50 PM ,NAC403 ,2
BUS172 ,25,JHK ,RA 11:20 AM - 12:50 PM ,NAC206 ,0
BUS173 ,1,TkN ,ST 04:20 PM - 05:50 PM ,NAC206 ,0
BUS173 ,2,MAt ,MW 08:00 AM - 09:30 AM ,NAC215 ,1
BUS173 ,3,TkN ,MW 09:40 AM - 11:10 AM ,NAC504 ,0
BUS173 ,4,TkN ,MW 01:00 PM - 02:30 PM ,NAC205 ,0
BUS173 ,5,UmR ,MW 01:00 PM - 02:30 PM ,NAC406 ,6
BUS173 ,6,MAt ,MW 02:40 PM - 04:10 PM ,NAC209 ,0
BUS173 ,7,Nnm ,MW 04:20 PM - 05:50 PM ,NAC204 ,1
BUS173 ,8,KMn ,MW 04:20 PM - 05:50 PM ,NAC215 ,0
BUS173 ,9,MAt ,MW 04:20 PM - 05:50 PM ,NAC216 ,0
BUS173 ,11,Min ,RA 08:00 AM - 09:30 AM ,NAC509 ,0
BUS173 ,12,IAM ,RA 11:20 AM - 12:50 PM ,NAC405 ,0
BUS173 ,13,Min ,RA 11:20 AM - 12:50 PM ,NAC503 ,0
BUS173 ,14,JHK ,RA 01:00 PM - 02:30 PM ,NAC505 ,0
BUS173 ,15,ZkH3 ,RA 02:40 PM - 04:10 PM ,NAC404 ,1
BUS173 ,16,MMs1 ,RA 02:40 PM - 04:10 PM ,SAC312 ,0
BUS173 ,17,ZkH3 ,RA 04:20 PM - 05:50 PM ,NAC502 ,0
BUS173 ,18,IAM ,RA 08:00 AM - 09:30 AM ,NAC205 ,10
BUS251 ,1,IsL ,ST 09:40 AM - 11:10 AM ,NAC403 ,12
BUS251 ,2,MoH ,ST 02:40 PM - 04:10 PM ,SAC314 ,1
BUS251 ,3,MoH ,ST 01:00 PM - 02:30 PM ,NAC205 ,2
BUS251 ,4,IsL ,ST 01:00 PM - 02:30 PM ,NAC502 ,3
BUS251 ,5,LkK ,ST 04:20 PM - 05:50 PM ,NAC215 ,0
BUS251 ,6,MAG ,MW 08:00 AM - 09:30 AM ,NAC305 ,1
BUS251 ,7,TyA ,MW 09:40 AM - 11:10 AM ,NAC205 ,0
BUS251 ,8,IsL ,MW 09:40 AM - 11:10 AM ,NAC405 ,4
BUS251 ,9,Rfq ,MW 11:20 AM - 12:50 PM ,NAC205 ,0
BUS251 ,10,TyA ,MW 01:00 PM - 02:30 PM ,NAC209 ,0
BUS251 ,11,LkK ,MW 01:00 PM - 02:30 PM ,NAC305 ,0
BUS251 ,12,Rfq ,MW 02:40 PM - 04:10 PM ,NAC403 ,0
BUS251 ,13,UHM ,MW 04:20 PM - 05:50 PM ,NAC402 ,4
BUS251 ,15,FD ,RA 08:00 AM - 09:30 AM ,NAC201 ,0
BUS251 ,17,HMM1 ,RA 11:20 AM - 12:50 PM ,NAC201 ,1
BUS251 ,18,HMM1 ,RA 02:40 PM - 04:10 PM ,NAC206 ,1
BUS251 ,19,FAF ,RA 02:40 PM - 04:10 PM ,NAC620 ,0
BUS251 ,20,SSq1 ,RA 01:00 PM - 02:30 PM ,SAC201 ,4
BUS251 ,21,SSq1 ,RA 04:20 PM - 05:50 PM ,SAC201 ,1
BUS498 ,1,ShL ,TBA ,TBA ,1
BUS498 ,2,UTH ,TBA ,TBA ,0
BUS498 ,3,ZMU ,TBA ,TBA ,0
BUS498 ,4,ZbR ,TBA ,TBA ,0
BUS498 ,5,ZkJ ,TBA ,TBA ,0
BUS498 ,6,Alm ,TBA ,TBA ,1
BUS498 ,7,MHM ,TBA ,TBA ,0
BUS498 ,8,ShH ,TBA ,TBA ,0
BUS498 ,9,NwA ,TBA ,TBA ,1
BUS498 ,10,MfW ,TBA ,TBA ,1
BUS498 ,11,TuA ,TBA ,TBA ,1
BUS498 ,12,Afd ,TBA ,TBA ,0
BUS498 ,13,Ayn ,TBA ,TBA ,1
BUS498 ,14,TkN ,TBA ,TBA ,0
BUS498 ,15,Ift ,TBA ,TBA ,1
BUS498 ,16,IsL ,TBA ,TBA ,0
BUS498 ,17,JMS ,TBA ,TBA ,0
BUS498 ,18,Sqt ,TBA ,TBA ,0
BUS498 ,19,Mli ,TBA ,TBA ,2
BUS498 ,20,Mof ,TBA ,TBA ,0
BUS498 ,21,KMS2 ,TBA ,TBA ,0
BUS498 ,22,YUB ,TBA ,TBA ,0
BUS498 ,23,MBR1 ,TBA ,TBA ,0
BUS498 ,24,SmM4 ,TBA ,TBA ,0
BUS498 ,25,TYA ,TBA ,TBA ,0
BUS498 ,26,QTI ,TBA ,TBA ,0
BUS498 ,27,Rfq ,TBA ,TBA ,0
BUS498 ,28,FsZ ,TBA ,TBA ,3
BUS498 ,29,MAG ,TBA ,TBA ,0
BUS498 ,30,MAO ,TBA ,TBA ,0
BUS498 ,31,LkK ,TBA ,TBA ,0
BUS498 ,32,AAA1 ,TBA ,TBA ,1
BUS498 ,33,MnH1 ,TBA ,TBA ,1
BUS498 ,34,UmR ,TBA ,TBA ,0
BUS498 ,35,KHs ,TBA ,TBA ,3
BUS498 ,36,Tnn ,TBA ,TBA ,3
BUS498 ,37,TMd ,TBA ,TBA ,0
BUS498 ,38,BHj ,TBA ,TBA ,0
BUS498 ,39,AhM ,TBA ,TBA ,2
BUS498 ,40,AhU ,TBA ,TBA ,1
BUS498 ,41,Ani ,TBA ,TBA ,0
BUS498 ,42,Asy ,TBA ,TBA ,0
BUS498 ,43,BFK ,TBA ,TBA ,0
BUS498 ,44,FFa ,TBA ,TBA ,0
BUS498 ,45,HHq1 ,TBA ,TBA ,0
BUS498 ,46,HMu ,TBA ,TBA ,0
BUS498 ,47,IAC ,TBA ,TBA ,0
BUS498 ,48,KHT ,TBA ,TBA ,0
BUS498 ,49,MdM ,TBA ,TBA ,0
BUS498 ,50,MGR ,TBA ,TBA ,0
BUS498 ,51,Mjd ,TBA ,TBA ,0
BUS498 ,52,MN ,TBA ,TBA ,0
BUS498 ,53,MNl1 ,TBA ,TBA ,0
BUS498 ,54,MRE ,TBA ,TBA ,1
BUS498 ,55,MzF ,TBA ,TBA ,0
BUS498 ,56,NNh ,TBA ,TBA ,0
BUS498 ,57,Rby ,TBA ,TBA ,0
BUS498 ,58,Rkb ,TBA ,TBA ,0
BUS498 ,59,RMB ,TBA ,TBA ,0
BUS498 ,60,RMH1 ,TBA ,TBA ,0
BUS498 ,61,RNH ,TBA ,TBA ,1
BUS498 ,62,SaT ,TBA ,TBA ,0
BUS498 ,63,Sbk ,TBA ,TBA ,0
BUS498 ,64,Sbr ,TBA ,TBA ,0
BUS498 ,65,SHA1 ,TBA ,TBA ,1
BUS498 ,66,SoR ,TBA ,TBA ,0
BUS498 ,67,Sys ,TBA ,TBA ,0
BUS498 ,68,Tks ,TBA ,TBA ,0
BUS498 ,69,TNK ,TBA ,TBA ,0
BUS498 ,70,TsA ,TBA ,TBA ,0
BUS498 ,71,TSj ,TBA ,TBA ,0
BUS498 ,72,HSK1 ,TBA ,TBA ,0
BUS498 ,73,FNa1 ,TBA ,TBA ,0
BUS498 ,74,KNM1 ,TBA ,TBA ,1
BUS498 ,75,Mdh ,TBA ,TBA ,0
BUS498 ,76,BHn ,TBA ,TBA ,0
BUS498 ,77,SKI ,TBA ,TBA ,0
BUS498 ,78,ZTK ,TBA ,TBA ,0
BUS498 ,79,IJS ,TBA ,TBA ,0
BUS498 ,80,SeH ,TBA ,TBA ,0
BUS498 ,81,NTB ,TBA ,TBA ,0
BUS498 ,82,AMd ,TBA ,TBA ,6
BUS498 ,83,Rfe ,TBA ,TBA ,0
BUS498 ,84,MHZ ,TBA ,TBA ,0
BUS498 ,85,Fzy ,TBA ,TBA ,0
BUS498 ,86,ALK ,TBA ,TBA ,0
BUS498 ,87,Onf ,TBA ,TBA ,0
BUS498 ,88,Sne ,TBA ,TBA ,0
BUS498 ,89,FHz ,TBA ,TBA ,0
BUS498 ,90,Mbt ,TBA ,TBA ,0
BUS498 ,91,Fss ,TBA ,TBA ,0
BUS498 ,92,Emd ,TBA ,TBA ,0
BUS498 ,93,IJL ,TBA ,TBA ,0
BUS498 ,94,NNA ,TBA ,TBA ,0
BUS498 ,95,QEA ,TBA ,TBA ,0
BUS498 ,96,MM1 ,TBA ,TBA ,0
BUS498 ,97,Rst ,TBA ,TBA ,0
BUS498 ,98,EhN ,TBA ,TBA ,0
BUS498 ,99,MZL ,TBA ,TBA ,0
BUS498 ,100,FCh ,TBA ,TBA ,0
BUS498 ,101,Mev ,TBA ,TBA ,0
BUS498 ,102,TFZ ,TBA ,TBA ,0
BUS498 ,103,FdF ,TBA ,TBA ,2
BUS498 ,104,SSA1 ,TBA ,TBA ,1
BUS498 ,105,Tbm ,TBA ,TBA ,0
BUS498 ,106,SSq1 ,TBA ,TBA ,0
BUS500/EMB500 ,1,DF ,R 07:00 PM - 10:10 PM ,NAC602 ,0
BUS500/EMB500 ,2,AWd ,T 07:00 PM - 10:10 PM ,NAC619 ,21
BUS500/EMB500 ,3,AWd ,F 09:00 AM - 12:30 PM ,NAC993 ,9
BUS500/EMB500 ,4,IAd ,W 07:00 PM - 10:10 PM ,NAC990 ,15
BUS501 ,1,AtR ,W 07:00 PM - 10:10 PM ,NAC605 ,0
BUS501 ,2,AAR ,R 03:00 PM - 06:30 PM ,NAC503 ,3
BUS501 ,3,OMG ,A 07:00 PM - 10:10 PM ,NAC504 ,0
BUS501 ,4,Mot ,S 07:00 PM - 10:10 PM ,NAC990 ,2
BUS505 ,1,IAz ,M 07:00 PM - 10:10 PM ,NAC505 ,3
BUS505 ,2,IAz ,W 07:00 PM - 10:10 PM ,NAC502 ,17
BUS505 ,3,SmR1 ,F 09:00 AM - 12:30 PM ,NAC620 ,22
BUS505 ,4,MTq ,S 07:00 PM - 10:10 PM ,NAC505 ,2
BUS505 ,5,MTq ,R 07:00 PM - 10:10 PM ,NAC505 ,22
BUS511 ,1,Rma ,W 07:00 PM - 10:10 PM ,NAC619 ,11
BUS511 ,2,KZn ,S 07:00 PM - 10:10 PM ,NAC509 ,0
BUS511 ,3,KZn ,A 07:00 PM - 10:10 PM ,NAC509 ,1
BUS511 ,4,Rma ,T 07:00 PM - 10:10 PM ,NAC619A ,17
BUS516 ,1,UTH ,T 07:00 PM - 10:10 PM ,NAC602 ,21
BUS516 ,2,Mfs ,A 07:00 PM - 10:10 PM ,NAC604 ,18
BUS516 ,3,MRq ,M 07:00 PM - 10:10 PM ,NAC992 ,1
BUS516 ,4,MRq ,W 07:00 PM - 10:10 PM ,NAC992 ,1
BUS518 ,1,NMA ,M 07:00 PM - 10:10 PM ,NAC993 ,1
BUS518 ,2,MRI3 ,A 07:00 PM - 10:10 PM ,NAC620 ,17
BUS518 ,3,Zmn ,T 07:00 PM - 10:10 PM ,NAC504 ,20
BUS518 ,4,MNB2 ,W 07:00 PM - 10:10 PM ,NAC621 ,0
BUS520 ,1,TBA ,F 07:00 PM - 10:10 PM ,NAC501 ,5
BUS520 ,2,ShL ,M 03:00 PM - 06:30 PM ,NAC993 ,23
BUS520 ,3,ULM ,W 03:00 PM - 06:30 PM ,NAC992 ,0
BUS520 ,4,MSM3 ,R 07:00 PM - 10:10 PM ,NAC990 ,0
BUS520 ,5,MSM3 ,T 07:00 PM - 10:10 PM ,NAC509 ,1
BUS525 ,1,Tmr ,W 07:00 PM - 10:10 PM ,NAC603 ,1
BUS525 ,2,SAf1 ,R 07:00 PM - 10:10 PM ,NAC991 ,17
BUS525 ,3,MAR ,T 07:00 PM - 10:10 PM ,NAC621 ,25
BUS525 ,4,KNz ,A 03:00 PM - 06:30 PM ,NAC501 ,11
BUS525 ,5,KMZ2 ,M 07:00 PM - 10:10 PM ,NAC604 ,0
BUS525 ,6,KMZ2 ,W 07:00 PM - 10:10 PM ,NAC604 ,0
BUS530 ,1,AAR ,A 03:00 PM - 06:30 PM ,NAC503 ,13
BUS530 ,2,Tmr ,T 07:00 PM - 10:10 PM ,NAC601 ,0
BUS530 ,3,MCw ,S 07:00 PM - 10:10 PM ,NAC604 ,0
BUS530 ,4,AKP ,M 07:00 PM - 10:10 PM ,NAC504 ,0
BUS530 ,5,AKP ,W 07:00 PM - 10:10 PM ,NAC501 ,14
BUS601 ,1,Alm ,S 07:00 PM - 10:10 PM ,NAC603 ,3
BUS601 ,2,Alm ,W 07:00 PM - 10:10 PM ,NAC991 ,6
BUS601 ,3,Tfq ,T 07:00 PM - 10:10 PM ,NAC501 ,0
BUS601 ,4,NAM3 ,F 09:00 AM - 12:30 PM ,NAC602 ,2
BUS601 ,5,NAM3 ,A 07:00 PM - 10:10 PM ,NAC508 ,2
BUS620 ,1,MdH ,S 07:00 PM - 10:10 PM ,NAC503 ,0
BUS620 ,2,MdH ,F 09:00 AM - 12:30 PM ,NAC510 ,0
BUS620 ,3,KNM1 ,R 07:00 PM - 10:10 PM ,NAC604 ,8
BUS620 ,4,SRf ,T 07:00 PM - 10:10 PM ,NAC503 ,9
BUS620 ,5,HSK1 ,M 07:00 PM - 10:10 PM ,NAC990 ,18
BUS620 ,6,FNa1 ,T 03:00 PM - 06:30 PM ,NAC603 ,13
BUS620 ,7,HKC ,M 07:00 PM - 10:10 PM ,NAC508 ,0
BUS635 ,1,Rma ,F 09:00 AM - 12:30 PM ,NAC619A ,12
BUS635 ,2,HMM ,S 03:00 PM - 06:30 PM ,NAC992 ,0
BUS635 ,3,RqM ,T 07:00 PM - 10:10 PM ,NAC604 ,1
BUS635 ,4,Rma ,A 03:00 PM - 06:30 PM ,NAC619A ,13
BUS635 ,6,HMM ,M 03:00 PM - 06:30 PM ,NAC992 ,1
BUS635 ,7,MMH6 ,A 07:00 PM - 10:10 PM ,NAC505 ,0
BUS650 ,1,Adz ,M 07:00 PM - 10:10 PM ,NAC602 ,0
BUS650 ,2,Mot ,W 07:00 PM - 10:10 PM ,NAC508 ,15
BUS650 ,3,FrS ,T 07:00 PM - 10:10 PM ,NAC510 ,0
BUS650 ,4,FrS ,A 07:00 PM - 10:10 PM ,NAC507 ,0
BUS685 ,1,ZMu ,S 07:00 PM - 10:10 PM ,NAC621 ,4
BUS685 ,2,CSF ,M 07:00 PM - 10:10 PM ,NAC621 ,20
BUS685 ,3,KNM1 ,A 07:00 PM - 10:10 PM ,NAC506 ,18
BUS685 ,4,AfR1 ,T 07:00 PM - 10:10 PM ,NAC993 ,2
BUS685 ,5,AdK ,A 03:00 PM - 06:30 PM ,NAC990 ,0
BUS690 ,1,ZkJ ,A 07:00 PM - 10:10 PM ,NAC992 ,2
BUS690 ,2,TBA ,F 07:00 PM - 10:10 PM ,NAC603 ,7
BUS690 ,3,ZMu ,M 07:00 PM - 10:10 PM ,NAC619A ,0
BUS690 ,4,CSF ,S 07:00 PM - 10:10 PM ,NAC992 ,0
BUS698 ,1,TBA ,TBA ,TBA ,21
BUS699 ,1,TBA ,TBA ,TBA ,24
BUS700 ,1,ZkJ ,F 07:00 PM - 10:10 PM ,NAC604 ,11
CEE100 ,1,SjI ,RA 09:40 AM - 11:10 AM ,NAC207 ,3
CEE110 ,1,TsR ,MW 11:20 AM - 12:50 PM ,LIB602 ,8
CEE110 ,2,TsR ,MW 02:40 PM - 04:10 PM ,LIB602 ,7
CEE209 ,1,SEq ,ST 09:40 AM - 11:10 AM ,SAC304 ,12
CEE209 ,2,SEq ,ST 01:00 PM - 02:30 PM ,SAC304 ,0
CEE209L ,1,BMI ,S 08:00 AM - 11:10 AM ,TBA ,15
CEE209L ,2,BMI ,T 08:00 AM - 11:10 AM ,TBA ,5
CEE209L ,3,BMI ,M 08:00 AM - 11:10 AM ,TBA ,1
CEE210 ,1,HRK ,ST 02:40 PM - 04:10 PM ,SAC211 ,13
CEE211 ,1,Nmr ,MW 09:40 AM - 11:10 AM ,SAC304 ,0
CEE211L ,1,Nmr ,W 02:40 PM - 05:50 PM ,B118 ,8
CEE212 ,1,HRK ,ST 04:20 PM - 05:50 PM ,SAC304 ,18
CEE212L ,1,TsR ,R 02:40 PM - 05:50 PM ,B310A ,10
CEE213 ,1,TsR ,ST 09:40 AM - 11:10 AM ,SAC213 ,15
CEE213 ,2,TsR ,ST 02:40 PM - 04:10 PM ,SAC212 ,1
CEE213L ,1,Jky ,R 09:40 AM - 12:50 PM ,TBA ,0
CEE213L ,2,Jky ,R 02:40 PM - 05:50 PM ,TBA ,19
CEE214 ,1,THK ,ST 01:00 PM - 02:30 PM ,SAC210 ,14
CEE215 ,1,THK ,RA 02:40 PM - 04:10 PM ,LIB602 ,0
CEE240 ,1,MMS4 ,ST 08:00 AM - 09:30 AM ,SAC312 ,5
CEE240L ,2,TsR ,T 08:00 AM - 11:10 AM ,B117 ,0
CEE250L ,2,BMI ,W 08:00 AM - 11:10 AM ,B115 ,0
CEE260 ,2,SjI ,ST 11:20 AM - 12:50 PM ,SAC201 ,4
CEE310 ,1,BMI ,MW 02:40 PM - 04:10 PM ,NAC510 ,13
CEE330 ,2,MMS4 ,MW 01:00 PM - 02:30 PM ,SAC305 ,0
CEE330L ,1,THK ,M 08:00 AM - 11:10 AM ,LIB603 ,1
CEE331 ,1,Nzu ,MW 02:40 PM - 04:10 PM ,SAC304 ,0
CEE335 ,2,Nzu ,ST 02:40 PM - 04:10 PM ,SAC304 ,12
CEE335L ,1,THK ,S 08:00 AM - 11:10 AM ,LIB603 ,13
CEE335L ,2,THK ,T 02:40 PM - 05:50 PM ,LIB603 ,0
CEE340 ,1,MMS4 ,ST 01:00 PM - 02:30 PM ,SAC207 ,10
CEE350 ,1,SbC ,ST 11:20 AM - 12:50 PM ,SAC304 ,1
CEE350 ,2,SbC ,ST 02:40 PM - 04:10 PM ,SAC207 ,6
CEE360 ,2,SjI ,RA 11:20 AM - 12:50 PM ,SAC304 ,0
CEE370 ,1,Ndz ,ST 08:00 AM - 09:30 AM ,SAC304 ,3
CEE370L ,1,Ndz ,TBA ,TBA ,0
CEE370L ,2,Ndz ,TBA ,TBA ,22
CEE370L ,3,TBA ,TBA ,TBA ,25
CEE373 ,2,Ndz ,RA 11:20 AM - 12:50 PM ,LIB001 ,11
CEE373L ,1,Ndz ,TBA ,TBA ,1
CEE373L ,2,Ndz ,TBA ,TBA ,11
CEE373L ,3,Ndz ,TBA ,TBA ,25
CEE373L ,4,TBA ,TBA ,TBA ,25
CEE415 ,1,SbC ,R 08:00 AM - 11:10 AM ,SAC316 ,2
CEE430 ,2,HRK ,MW 02:40 PM - 04:10 PM ,LIB001 ,28
CEE430 ,3,HRK ,MW 04:20 PM - 05:50 PM ,LIB001 ,12
CEE460 ,1,Nmr ,MW 11:20 AM - 12:50 PM ,SAC304 ,24
CEE467 ,1,SjI ,MW 01:00 PM - 02:30 PM ,SAC304 ,4
CEE470 ,1,SEq ,MW 09:40 AM - 11:10 AM ,NAC604 ,1
CEE475 ,1,SjI ,MW 09:40 AM - 11:10 AM ,SAC207 ,26
CEE490A ,1,SbC ,MW 08:00 AM - 09:30 AM ,SAC304 ,0
CEE490A ,2,SbC ,MW 02:40 PM - 04:10 PM ,SAC207 ,0
CEE492 ,1,SjI ,TBA ,TBA ,9
CEE492 ,2,JBr ,TBA ,TBA ,10
CEE492 ,3,Nzu ,TBA ,TBA ,9
CEE492 ,4,HRK ,TBA ,TBA ,10
CEE492 ,5,Ndz ,TBA ,TBA ,4
CEE499A ,1,MMS4 ,RA 01:00 PM - 02:30 PM ,SAC304 ,0
CEE499A ,2,MMS4 ,RA 02:40 PM - 04:10 PM ,SAC304 ,24
CEE499B ,2,MMS4 ,RA 01:00 PM - 02:30 PM ,TBA ,0
CEG413 ,1,TnR ,M 02:40 PM - 05:50 PM ,SAC507 ,19
CHE101 ,1,SB ,ST 08:00 AM - 09:30 AM ,SAC406 ,1
CHE101 ,2,SB ,ST 09:40 AM - 11:10 AM ,SAC406 ,0
CHE101 ,3,ACR ,ST 11:20 AM - 12:50 PM ,SAC406 ,0
CHE101 ,4,AIq ,ST 01:00 PM - 02:30 PM ,SAC209 ,0
CHE101 ,5,ACR ,ST 02:40 PM - 04:10 PM ,SAC209 ,0
CHE101 ,6,ZaF ,ST 04:20 PM - 05:50 PM ,SAC405 ,0
CHE101 ,7,SB ,MW 08:00 AM - 09:30 AM ,SAC405 ,0
CHE101 ,8,ZaF ,MW 09:40 AM - 11:10 AM ,SAC403 ,0
CHE101 ,9,AIq ,MW 11:20 AM - 12:50 PM ,SAC209 ,0
CHE101 ,10,MH1 ,MW 02:40 PM - 04:10 PM ,SAC405 ,0
CHE101 ,11,MKr ,MW 02:40 PM - 04:10 PM ,SAC406 ,3
CHE101 ,12,TTb ,MW 04:20 PM - 05:50 PM ,SAC405 ,22
CHE101 ,13,MKr ,MW 04:20 PM - 05:50 PM ,SAC406 ,2
CHE101 ,14,MMR3 ,RA 09:40 AM - 11:10 AM ,SAC404 ,5
CHE101 ,15,MMR3 ,RA 11:20 AM - 12:50 PM ,SAC403 ,12
CHE101 ,16,Mtn2 ,RA 11:20 AM - 12:50 PM ,SAC209 ,0
CHE101 ,17,Mtn2 ,RA 01:00 PM - 02:30 PM ,SAC404 ,0
CHE101 ,18,TTb ,RA 01:00 PM - 02:30 PM ,SAC209 ,9
CHE101 ,19,AYS ,RA 02:40 PM - 04:10 PM ,SAC404 ,0
CHE101L ,1,AIq ,S 09:40 AM - 12:50 PM ,SAC409 ,0
CHE101L ,2,AIq ,S 09:40 AM - 12:50 PM ,SAC409 ,0
CHE101L ,3,AIq ,S 09:40 AM - 12:50 PM ,SAC409 ,0
CHE101L ,4,ACR ,M 01:00 PM - 04:10 PM ,SAC409 ,0
CHE101L ,5,ACR ,M 01:00 PM - 04:10 PM ,SAC409 ,0
CHE101L ,6,ACR ,M 01:10 PM - 05:00 PM ,SAC409 ,0
CHE101L ,7,MH1 ,T 09:40 AM - 12:50 PM ,SAC409 ,0
CHE101L ,8,MH1 ,T 09:40 AM - 12:50 PM ,SAC409 ,0
CHE101L ,9,MH1 ,T 09:40 AM - 12:50 PM ,SAC409 ,0
CHE101L ,10,MH1 ,T 01:00 PM - 04:10 PM ,SAC409 ,0
CHE101L ,11,MH1 ,T 01:10 PM - 05:00 PM ,SAC409 ,0
CHE101L ,12,MH1 ,T 01:10 PM - 05:00 PM ,SAC409 ,0
CHE101L ,13,MH1 ,W 09:40 AM - 12:50 PM ,SAC409 ,0
CHE101L ,14,MH1 ,W 09:40 AM - 12:50 PM ,SAC409 ,0
CHE101L ,15,MH1 ,W 09:40 AM - 12:50 PM ,SAC409 ,0
CHE101L ,16,ACR ,W 01:10 PM - 05:00 PM ,SAC409 ,0
CHE101L ,17,ACR ,W 01:10 PM - 05:00 PM ,SAC409 ,0
CHE101L ,19,AYS ,R 09:40 AM - 12:50 PM ,SAC409 ,1
CHE101L ,20,AYS ,R 09:40 AM - 12:50 PM ,SAC409 ,0
CHE101L ,21,AYS ,R 09:40 AM - 12:50 PM ,SAC409 ,0
CHE120 ,1,SEq ,ST 11:20 AM - 12:50 PM ,SAC207 ,0
CHE201 ,2,MH1 ,MW 01:00 PM - 02:30 PM ,SAC406 ,0
CHE201 ,3,AYS ,RA 01:00 PM - 02:30 PM ,SAC407 ,0
CHE202L ,1,MSH3 ,R 08:00 AM - 11:00 AM ,SAC414 ,1
CHE202L ,2,MSH3 ,R 11:20 AM - 02:30 PM ,SAC414 ,3
CHE203 ,1,05-Mar,RA 01:00 PM - 02:30 PM ,SAC405 ,1
CHE203L ,1,ACh ,S 02:40 PM - 05:50 PM ,SAC414 ,2
CHE203L ,2,ACh ,M 02:40 PM - 05:50 PM ,SAC414 ,9
CHN101 ,1,Rbt ,ST 04:20 PM - 05:50 PM ,NAC309 ,12
CHN101 ,2,Rbt ,RA 11:20 AM - 12:50 PM ,NAC604 ,8
CHN101 ,3,Rbt ,RA 01:00 PM - 02:30 PM ,NAC207 ,35
CHN201 ,1,Rbt ,RA 02:40 PM - 04:10 PM ,NAC207 ,11
CSE115 ,1,RjP ,ST 09:40 AM - 11:10 AM ,SAC513 ,0
CSE115 ,2,MLE ,ST 01:00 PM - 02:30 PM ,SAC514 ,0
CSE115 ,3,MLE ,ST 02:40 PM - 04:10 PM ,SAC514 ,0
CSE115 ,4,Rsl ,MW 01:00 PM - 02:30 PM ,LIB604 ,0
CSE115 ,5,Rsl ,MW 02:40 PM - 04:10 PM ,SAC204 ,0
CSE115 ,6,NvA ,ST 08:00 AM - 09:30 AM ,SAC308 ,1
CSE115 ,7,HSM ,RA 02:40 PM - 04:10 PM ,SAC311 ,0
CSE115 ,8,HSM ,MW 08:00 AM - 09:30 AM ,SAC311 ,0
CSE115 ,9,RRa ,ST 01:00 PM - 02:30 PM ,LIB605 ,0
CSE115 ,10,Szz ,ST 08:00 AM - 09:30 AM ,SAC309 ,2
CSE115 ,11,Szz ,ST 11:20 AM - 12:50 PM ,SAC206 ,0
CSE115 ,12,Srb ,RA 09:40 AM - 11:10 AM ,LIB604 ,0
CSE115 ,13,FAF1 ,ST 01:00 PM - 02:30 PM ,SAC205 ,0
CSE115 ,14,IHa ,ST 11:20 AM - 12:50 PM ,SAC213 ,0
CSE115 ,15,IHa ,ST 01:00 PM - 02:30 PM ,SAC204 ,1
